Group,Title,docs_to_search,error,error_item,error_context,error_reps,solution_item,solution_context,pass_solution_reps,fail_solution_reps
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",la tasa de reincidencia es una de las más bajas del mundo (con) [: de un] 20%,con,"IHL2_2 - con
>> placa tectónica euroasiática con la de Anatolia
>> es inmenso , con niños traumatizados y
>> clasifica como grave con daño severo .

IHL2_3 - con
>> rutas de comercios con los chinos antiguos
>> sin duda , con el creciente división
>> algo que ver con su crisis .

IHL2_4 - con
>> la tumba junto con otras reliquias invaluables
>> Universidad de Bembridge con fines de investigación
>> de el campo con su marido mientras

",1,,,0,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",de una forma más adecuada (de) [que] los sistemas de castigo,de,"IHL2_2 - de
>> cómo podemos aprender de esto ?
>> En la madrugada de el día 6
>> El disastre natural de 7,8 de magnitud
>> vio el sol de la mañana salir
>> en dos líneas de falla que separan
>> llaman la Falla de Anatolia Oriental y
>> La Falla de el norte solamente
>> , camiones llenos de ayudas para el
>> ve lo mejor de la humanidad .
>> hay que poner de relieve se que
>> El alcance de la destrucción es
>> Bloques de apartamentos nuevos y
>> De hecho , la
>> es un caso de mala dirección .
>> En una escala de 10 , el
>> para poder aprender de este y a

IHL2_3 - de
>> antiguos formaron rutas de comercios con los
>> en los miles de definiciones que tiene
>> el acuerdo general de los economistas es
>> actuales y pasadas de la globalización ,
>> a los beneficios de la globalización ,
>> , el impacto de la inversión extranjera
>> Los flujos de capita emergentes facilitaron
>> y la influencia de el exterior proveen
>> hay que poner de relieve las consecuencias
>> Antes de todo , es
>> Después de haber subrayado que
>> De hecho , a
>> países como los de Latinoamérica y Rusia

IHL2_4 - de
>> en el desierto de Egipto por un
>> El primero de marzo de la
>> momia formó parte de uno de los
>> Los miembros de el equipo británico
>> Un grupo de hombres de el
>> Carnahan , buscadora de la tumba y
>> tumba pareció datar de el 2500 AC
>> "" el tipo de pigmento azul en
>> formado la base de la teoría de
>> El departamento de arqueología de la
>> y los fundadores de la expedición ,
>> solo el último de una larga serie
>> encontró 3 sitios de interés más tanto
>> Después de haber conseguido su

",0,que,"IHL2_2 - que
>> de el terremoto que acababa de ocurrir
>> y Siria ya que están ubicadas en
>> tiene en cuenta que Turquía es una
>> , una frontera que he quedado cerrada
>> momentos más oscuros que se ve lo
>> problema subyacente aquí que hay que poner
>> No es posible que este suceso haber
>> Y algo que se sabe sobre
>> los edificios nuevos que han provocado fuerte
>> capacidad construir estructuras que pueden soportar terremotos
>> tecnología , sino que la tecnología no
>> de 7,8 lo que lo clasifica como
>> y un país que se ha detenido
>> Es una foto que nadie quiere sacar

IHL2_3 - que
>> es un concepto que ha existido desde
>> miles de definiciones que tiene .
>> los economistas es que está vinculada ,
>> aprovechar la para que se pueda crear
>> a el dinero que vino de países
>> laboral , sino que tambíen los valores
>> magnitud , hay que poner de relieve
>> , es necesario que se destaque que
>> de haber subrayado que la globalización no
>> visto , parece que ha empeorado su
>> el FME afirma que es posible que
>> Es decir que la globalización cómo
>> la potencial hacer que el mundo sea

IHL2_4 - que
>> equipo de exploradores que dedicaron sus vidas
>> de pensilvania mientras que la momia a
>> profesionales y dijo que palabras que ""
>> científicos han revelado que los ensayos efectuados
>> nos ha contado que "" el tipo
>> Añadió que las "" revelaciones
>> Según los resultados que publicaron ambos la
>> cuanto a artefactos que han desenterrados los
>> e incluso joyería que tenía un valor
>> Evelyn Carnahan dijo que tuvo la intención

",0,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",para que [tanto] los derechos de (ambos) la población (y) [como los de] los presos sean protegidos,"ambos, y","IHL2_4 - ambos
>> resultados que publicaron ambos la Universidad y

IHL2_2 - y
>> de el sur y central Turquía y
>> el último recuento y la tasa va
>> apocalíptico de escombros y devastación en la
>> nuevo para Turquía y Siria ya que
>> de Anatolia Oriental y la Falla de
>> que los edificios y la infraestructura en
>> con niños traumatizados y sin padres .
>> Y algo que se
>> de apartamentos nuevos y viejos por igual
>> pueden soportar terremotos y tsunamis y huracanos
>> Hay ciudades arrasadas y un país que
>> aprender de este y a el mismo

IHL2_3 - y
>> Su historia compleja y anciana se refleja
>> internacional de trabajo y la inversión extranjera
>> las repercusiones actuales y pasadas de la
>> economías de Brásil y China .
>> , las empresas y la influencia de
>> los de Latinoamérica y Rusia sufrieron unas

IHL2_4 - y
>> los hermanos Evelyn y Jonathon Carnahan y
>> la misma expedición y en reconocimiento de
>> de la tumba y especialista en antiguos
>> el 2500 AC y científicos han revelado
>> pruebas de ADN y la resonancia magnética
>> ambos la Universidad y los fundadores de

",1,"tanto, como los de","IHL2_4 - tanto
>> de interés más tanto por los expertos

IHL2_3 - como los de
>> Mientras países como los de Latinoamérica y Rusia

",1,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",una sociedad (sólo) [solo] funciona si protege los intereses de sus ciudadanos,sólo,,0,solo,"IHL2_3 - solo
>> potencial diversificar no solo el mundo laboral

IHL2_4 - solo
>> Este acontecimiento fue solo el último de

",2,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",[un] 32% más baja que la de los Estados Unidos,,,0,un,"IHL2_2 - un
>> de febrero , un terremoto sacudió la
>> las vidas de unas 42.000 personas en
>> mañana salir sobre un paisaje apocalíptico de
>> y se consideran unas de las más
>> que Turquía es una región sísmica que
>> En una escena conmovedora ,
>> suceso haber sido una sorpresa dado su
>> Esto es un caso de mala
>> En una escala de 10
>> ciudades arrasadas y un país que se
>> Es una foto que nadie

IHL2_3 - un
>> La globalización es un concepto que ha
>> importante es encontrar una manera aprovechar la
>> Banco Mundial , un gran porcentaje de
>> globalización no es un concepto nuevo ,
>> y Rusia sufrieron unas crisis financiera en
>> reformular la en una manera en que

IHL2_4 - un
>> Una momia ha sido
>> semana pasada , un equipo formado por
>> Una momia formó parte
>> Un grupo de hombres
>> "" advirtieron de una maldición "" a
>> el sarcófogo proveyó una indicación bastante precisa
>> el último de una larga serie de
>> incluyendo entre otros un mapa de la
>> el dueño de un casino .

",1,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",separarlo del resto de la sociedad (por todas sus vidas) [para el resto de su vida],por todas sus vidas,,0,para el resto de su vida,,0,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",se puede ver que este [sistema] ha sido exitoso en comparación,,,0,sistema,,0,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']","(a través del) [en todo el] mundo, el resultado de cometer un delito",a través del,,0,en todo el,,0,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']",es el objetivo y las consecuencias de este castigo [lo] que cambia por país,,,0,lo,"IHL2_2 - lo
>> 7,8 de magnitud se ha cobrado las
>> Estas fallas se llaman la Falla
>> responsable de por lo menos 13 temblores
>> No obstante , se acrédita este incidente
>> Cuando se tiene en cuenta
>> más oscuros que se ve lo mejor
>> poner de relieve se que más vale
>> Y algo que se sabe sobre la
>> la tecnología no se habían implementado .
>> sísmica de 7,8 lo que lo clasifica
>> un país que se ha detenido .
>> remedio que recoger lo aparte y aplicar

IHL2_3 - lo
>> compleja y anciana se refleja en los
>> la globalización , lo importante es encontrar
>> la globalización , se destaca dos puntos
>> es necesario que se destaque que según

IHL2_4 - lo
>> logro histórico para ellos mismos .
>> y 2000 AC lo que sugeriría que
>> Micerinos "" , lo que los haría
>> la expedición , se creía que la
>> año pasado , se les encontró 3
>> intención de jubilar se de el trabajo

",3,0
IHL2,IHL2_1,"['IHL2_2', 'IHL2_3', 'IHL2_4']","(en adición a) [a diferencia de] países como Noruega, Finlandia y Japón",en adición a,,0,a diferencia de,,0,0
